中级法院 新疆维吾尔自治区博尔塔拉蒙古自治州中级人民法院 889
中级法院 新疆维吾尔自治区巴音郭楞蒙古自治州中级人民法院 4064
中级法院 新疆维吾尔自治区阿克苏地区中级人民法院 3344
中级法院 新疆维吾尔自治区克孜勒苏柯尔克孜自治州中级人民法院 110
中级法院 新疆维吾尔自治区喀什地区中级人民法院 1106
中级法院 新疆维吾尔自治区和田地区中级人民法院 686
中级法院 新疆维吾尔自治区高级人民法院伊犁哈萨克自治州分院 4768
中级法院 新疆维吾尔自治区伊犁哈萨克自治州塔城地区中级人民法院 2865
中级法院 新疆维吾尔自治区伊犁哈萨克自治州阿勒泰地区中级人民法院 987
中级法院 乌鲁木齐铁路运输中级法院 235
中级法院 新疆生产建设兵团第一师中级人民法院 10046
中级法院 新疆生产建设兵团第二师中级人民法院 1755
中级法院 新疆生产建设兵团第三师中级人民法院 6985
中级法院 新疆生产建设兵团第四师中级人民法院 246
中级法院 新疆生产建设兵团第五师中级人民法院 172
中级法院 新疆生产建设兵团第六师中级人民法院 3772
中级法院 新疆生产建设兵团第七师中级人民法院 1903
中级法院 新疆生产建设兵团第八师中级人民法院 5636
中级法院 新疆生产建设兵团第九师中级人民法院 119
中级法院 新疆生产建设兵团第十师中级人民法院 232
中级法院 新疆生产建设兵团第十二师中级人民法院 812
中级法院 新疆生产建设兵团第十三师中级人民法院 178
中级法院 新疆生产建设兵团第十四师中级人民法院 14
基层法院 北京市石景山区人民法院 1804
基层法院 北京市海淀区人民法院 9590
基层法院 北京市门头沟区人民法院 796
基层法院 北京市昌平区人民法院 4498
基层法院 北京市延庆区人民法院 882
基层法院 北京市东城区人民法院 4114
基层法院 北京市西城区人民法院 3702
基层法院 北京市丰台区人民法院 7356
基层法院 北京市房山区人民法院 3863
基层法院 北京市大兴区人民法院 5767
基层法院 北京市朝阳区人民法院 11975
基层法院 北京市通州区人民法院 4079
基层法院 北京市顺义区人民法院 4642
基层法院 北京市怀柔区人民法院 1294
基层法院 北京市平谷区人民法院 1429
基层法院 北京市密云区人民法院 1371
基层法院 141 18
基层法院 141 36
基层法院 北京铁路运输法院 239
基层法院 天津市和平区人民法院 2015
基层法院 天津市南开区人民法院 2810
基层法院 天津市河北区人民法院 2172
基层法院 天津市红桥区人民法院 1600
基层法院 天津市西青区人民法院 2710
基层法院 天津市北辰区人民法院 2907
基层法院 天津市武清区人民法院 3033
基层法院 天津市宝坻区人民法院 2672
基层法院 天津市静海区人民法院 3372
基层法院 天津市蓟州区人民法院 3636
基层法院 天津市河东区人民法院 1722
基层法院 天津市河西区人民法院 2074
基层法院 天津市东丽区人民法院 4650
基层法院 天津市津南区人民法院 2432
基层法院 天津市滨海新区人民法院 7647
基层法院 天津市宁河区人民法院 1694
基层法院 天津铁路运输法院 133
基层法院 石家庄市长安区人民法院 1373
基层法院 石家庄市桥西区人民法院 1643
基层法院 石家庄市新华区人民法院 1817
基层法院 石家庄市井陉矿区人民法院 259
基层法院 石家庄市裕华区人民法院 1389
基层法院 石家庄市藁城区人民法院 1416
基层法院 石家庄市鹿泉区人民法院 976
基层法院 石家庄市栾城区人民法院 842
基层法院 井陉县人民法院 674
基层法院 正定县人民法院 982
基层法院 行唐县人民法院 474
基层法院 灵寿县人民法院 560
基层法院 高邑县人民法院 517
基层法院 深泽县人民法院 375
基层法院 赞皇县人民法院 581
基层法院 无极县人民法院 622
基层法院 平山县人民法院 866
基层法院 元氏县人民法院 826
基层法院 赵县人民法院 587
基层法院 辛集市人民法院 1480
基层法院 晋州市人民法院 1001
基层法院 新乐市人民法院 902
基层法院 石家庄高新技术产业开发区人民法院 772
基层法院 石家庄铁路运输法院 9
基层法院 唐山市路南区人民法院 1394
基层法院 唐山市路北区人民法院 2505
基层法院 唐山市古冶区人民法院 1610
基层法院 唐山市开平区人民法院 717
基层法院 唐山市丰南区人民法院 1566
基层法院 唐山市丰润区人民法院 2902
基层法院 唐山市曹妃甸区人民法院 1453
基层法院 滦县人民法院 1411
基层法院 滦南县人民法院 1200
基层法院 乐亭县人民法院 1314
基层法院 迁西县人民法院 1629
基层法院 玉田县人民法院 2304
